GrLivArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,SaleType,SaleCondition,GarageSize,Remodel_binary,TotalIndoorSF,SalePrice
1716,50,60.0,11409,5,4,1949,2008,0.0,292.0,0.0,476.0,768.0,1148,568,0,0.0,0.0,1,1,3,1,8,1,1949.0,1.0,281.0,0,0,0,160,1,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Gd,Attchd,Unf,TA,TA,Y,None,None,WD ,Normal,small,1,2484.0,131000
936,30,56.0,4485,5,7,1920,1950,0.0,579.0,0.0,357.0,936.0,936,0,0,1.0,0.0,1,0,2,1,5,1,1920.0,0.0,0.0,51,0,135,0,5,2010,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,None,None,None,None,P,None,MnPrv,WD ,Normal,small,1,1872.0,109500
1230,50,60.0,10440,5,6,1910,1981,0.0,0.0,0.0,440.0,440.0,682,548,0,0.0,0.0,1,1,2,1,5,0,1966.0,2.0,440.0,74,0,128,0,5,2009,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,WD ,Normal,large,1,1670.0,110000
2592,90,60.0,10890,5,6,1923,1950,0.0,371.0,0.0,925.0,1296.0,1296,1296,0,2.0,0.0,2,0,6,2,12,0,1923.0,0.0,0.0,0,742,240,0,1,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Plywood,None,TA,TA,PConc,TA,TA,Mn,Rec,Unf,Grav,Fa,N,FuseA,TA,Min2,None,None,None,None,None,Y,None,None,WD ,AdjLand,small,1,3888.0,150000
1565,120,32.0,3784,8,5,2006,2007,36.0,60.0,0.0,1451.0,1511.0,1565,0,0,1.0,0.0,2,0,2,1,5,0,2006.0,2.0,476.0,0,120,0,0,2,2007,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,New,Partial,large,1,3076.0,193800
1868,80,78.0,12090,6,7,1984,2003,74.0,0.0,0.0,585.0,585.0,1140,728,0,0.0,0.0,3,1,3,1,7,1,1984.0,2.0,477.0,268,112,0,147,1,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,WD ,Abnorml,large,1,2453.0,178000
1422,20,63.0,8500,7,5,2004,2004,106.0,0.0,0.0,1422.0,1422.0,1422,0,0,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,626.0,192,60,0,0,11,2007,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD ,Normal,large,0,2844.0,179600
1200,90,60.0,10800,5,5,1987,1988,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,3.0,0.0,3,0,3,1,5,0,1987.0,0.0,0.0,120,0,0,0,3,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,WD ,Alloca,small,1,2400.0,179000
1641,50,70.0,10759,5,4,1972,1972,0.0,190.0,811.0,0.0,1001.0,1001,640,0,0.0,0.0,2,0,4,1,5,1,1972.0,2.0,490.0,0,0,92,0,7,2008,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,GdPrv,WD ,Normal,large,0,2642.0,140000
1973,20,110.0,14226,8,5,2006,2006,375.0,0.0,0.0,1935.0,1935.0,1973,0,0,0.0,0.0,2,0,3,1,9,1,2006.0,3.0,895.0,315,45,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,large,0,3908.0,395000
1248,20,80.0,10800,5,7,1960,1960,88.0,632.0,0.0,616.0,1248.0,1248,0,0,1.0,0.0,1,0,3,1,6,0,1960.0,1.0,286.0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,MnPrv,WD ,Normal,small,0,2496.0,151500
2418,60,96.0,10542,7,5,1993,1994,651.0,1173.0,0.0,138.0,1311.0,1325,1093,0,1.0,0.0,2,1,3,1,9,1,1993.0,3.0,983.0,250,154,216,0,8,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,WD ,Normal,large,1,3729.0,341000
1755,60,89.05047981846401,11949,7,8,1991,2008,196.0,601.0,216.0,158.0,975.0,975,780,0,0.0,1.0,2,1,3,1,7,1,1991.0,2.0,524.0,502,60,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,GdPrv,WD ,Normal,large,1,2730.0,235000
672,30,61.0,8534,4,4,1925,1950,0.0,0.0,0.0,432.0,432.0,672,0,0,0.0,0.0,1,0,2,1,4,0,1925.0,0.0,0.0,0,0,112,0,6,2006,RM,Pave,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Min1,None,None,None,None,None,N,None,GdWo,WD ,Normal,small,1,1104.0,72000
1626,50,70.0,10512,6,6,1954,1954,0.0,491.0,0.0,497.0,988.0,988,638,0,0.0,0.0,1,1,3,1,6,0,1954.0,1.0,332.0,366,0,0,0,5,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD ,Normal,small,0,2614.0,154000
1726,120,28.543253636682334,3830,6,5,2008,2008,280.0,0.0,0.0,1726.0,1726.0,1726,0,0,0.0,0.0,2,1,2,1,6,1,2008.0,2.0,561.0,0,254,0,0,1,2009,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,large,0,3452.0,222000
2748,60,108.0,13418,9,5,2006,2006,270.0,1420.0,0.0,430.0,1850.0,1850,898,0,1.0,0.0,2,1,4,1,9,1,2006.0,3.0,850.0,212,182,0,0,10,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,WD ,Abnorml,large,0,4598.0,390000
894,20,75.0,10650,5,6,1976,1976,0.0,182.0,712.0,0.0,894.0,894,0,0,1.0,0.0,1,0,3,1,5,0,1976.0,1.0,308.0,365,0,0,0,2,2010,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,MnPrv,WD ,Normal,small,0,1788.0,128200
2470,20,106.0,12720,10,5,2003,2003,680.0,2257.0,0.0,278.0,2535.0,2470,0,0,2.0,0.0,1,1,1,1,7,2,2003.0,3.0,789.0,154,65,0,216,2,2008,RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Ex,None,WD ,Normal,large,0,5005.0,615000
1174,20,91.29369635753488,12250,5,6,1978,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1.0,0.0,1,0,3,1,5,0,1978.0,2.0,528.0,211,0,280,0,5,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,0,2038.0,158000
1324,120,48.0,6240,8,5,2006,2006,176.0,863.0,0.0,461.0,1324.0,1324,0,0,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,550.0,192,38,0,0,12,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,WD ,Normal,large,0,2648.0,254000
2447,50,50.0,9638,6,7,1919,1990,0.0,0.0,0.0,804.0,804.0,1699,748,0,0.0,0.0,2,0,4,1,10,1,1969.0,1.0,336.0,272,0,42,116,3,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,Gd,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,small,1,3251.0,169000
2199,75,84.0,9660,8,5,1997,1997,1290.0,0.0,0.0,1173.0,1173.0,1182,1017,0,0.0,0.0,2,1,3,1,9,1,1997.0,2.0,516.0,0,131,0,0,9,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,WD ,Normal,large,0,3372.0,284500
1374,80,67.0,13300,7,5,2004,2004,0.0,326.0,0.0,58.0,384.0,744,630,0,1.0,0.0,2,1,3,1,7,1,2004.0,2.0,400.0,100,0,0,0,6,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,WD ,Normal,large,0,1758.0,184500
1335,20,75.0,9000,7,5,2006,2007,0.0,0.0,0.0,1335.0,1335.0,1335,0,0,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,575.0,0,210,0,0,6,2007,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,New,Partial,large,1,2670.0,210400
1588,20,78.0,10264,7,5,1999,1999,183.0,1162.0,0.0,426.0,1588.0,1588,0,0,0.0,0.0,2,0,3,1,6,0,1999.0,2.0,472.0,158,29,0,0,8,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD ,Normal,large,0,3176.0,214000
1652,120,64.0,5587,8,5,2008,2008,186.0,1480.0,0.0,120.0,1600.0,1652,0,0,1.0,1.0,2,0,2,1,5,1,2008.0,2.0,482.0,162,53,0,0,11,2008,RM,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,New,Partial,large,0,3252.0,392500
2021,60,168.0,23257,7,5,2006,2006,0.0,0.0,0.0,868.0,868.0,887,1134,0,0.0,0.0,2,1,3,1,9,1,2006.0,2.0,422.0,0,100,0,0,9,2006,RL,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,None,None,New,Partial,large,0,2889.0,274725
1412,60,73.0,8499,6,5,2006,2007,0.0,0.0,0.0,616.0,616.0,616,796,0,0.0,0.0,2,1,3,1,6,1,2007.0,2.0,432.0,0,36,0,0,3,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,New,Partial,large,1,2028.0,156932
1464,20,49.0,15256,8,5,2007,2007,84.0,929.0,0.0,556.0,1485.0,1464,0,0,1.0,0.0,2,0,3,1,6,0,2007.0,3.0,754.0,168,160,0,0,8,2007,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,0,2949.0,282922
1690,75,65.0,8850,7,6,1916,1950,0.0,0.0,0.0,815.0,815.0,815,875,0,0.0,0.0,1,0,3,1,7,1,1916.0,1.0,225.0,0,0,330,0,7,2006,RM,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,ConLw,Normal,small,1,2505.0,144000
1092,160,21.0,1680,6,5,1971,1971,381.0,0.0,0.0,525.0,525.0,525,567,0,0.0,0.0,1,1,3,1,6,0,1971.0,1.0,264.0,0,0,0,0,3,2010,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD ,Family,small,0,1617.0,88000
1012,30,70.0,9800,5,5,1920,1950,0.0,0.0,0.0,816.0,816.0,1012,0,0,0.0,0.0,1,0,2,1,5,0,1920.0,1.0,429.0,121,0,80,0,4,2010,RH,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,small,1,1828.0,67500
1210,80,140.0,11080,6,6,1975,1975,257.0,576.0,0.0,552.0,1128.0,1210,0,0,1.0,0.0,2,0,3,1,6,0,1975.0,2.0,528.0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,0,2338.0,148000
1256,20,80.0,8000,5,6,1959,1959,0.0,476.0,488.0,292.0,1256.0,1256,0,0,1.0,0.0,1,1,3,1,6,0,1959.0,1.0,311.0,0,240,0,0,5,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Rec,GasA,Gd,Y,FuseA,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,WD ,Normal,small,0,2512.0,159000
1130,30,60.0,10800,5,6,1920,1950,0.0,821.0,0.0,299.0,1120.0,1130,0,0,1.0,0.0,1,0,2,1,5,1,1970.0,2.0,720.0,229,0,0,0,6,2006,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,1,2250.0,120000
858,85,54.04586824366064,7252,5,5,1982,1982,0.0,685.0,0.0,173.0,858.0,858,0,0,1.0,0.0,1,0,2,1,5,0,1983.0,2.0,576.0,120,0,0,0,4,2009,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,0,1716.0,134900
1188,20,88.0,14175,6,8,1956,1956,0.0,776.0,0.0,212.0,988.0,1188,0,0,1.0,0.0,1,0,1,1,4,1,1956.0,2.0,621.0,102,89,231,0,6,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,0,2176.0,185000
1412,50,50.0,6000,6,6,1939,1950,0.0,0.0,0.0,780.0,780.0,825,587,0,0.0,0.0,1,0,4,1,6,1,1939.0,1.0,280.0,45,0,0,0,5,2009,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,small,1,2192.0,132500
1040,80,53.47947469891186,7176,6,6,1978,1978,200.0,794.0,0.0,166.0,960.0,1040,0,0,1.0,0.0,1,0,3,1,6,1,1979.0,2.0,616.0,131,0,0,180,7,2006,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,None,GdPrv,WD ,Normal,large,0,2000.0,160500
1376,50,60.0,8850,6,7,1920,1950,0.0,0.0,0.0,768.0,768.0,752,624,0,0.0,0.0,1,0,3,1,7,0,1977.0,2.0,576.0,0,54,144,0,2,2007,RL,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,P,None,None,WD ,Normal,large,1,2144.0,165000
1301,30,60.0,6911,5,5,1924,1950,0.0,405.0,0.0,740.0,1145.0,1301,0,0,0.0,0.0,1,0,2,1,5,0,1965.0,2.0,440.0,0,0,0,0,10,2009,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Min1,None,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,1,2446.0,100000
1629,60,74.0,13830,5,5,1997,1998,0.0,791.0,0.0,137.0,928.0,928,701,0,0.0,0.0,2,1,3,1,6,1,1997.0,2.0,482.0,212,34,0,0,3,2010,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,MnPrv,WD ,Normal,large,1,2557.0,189900
1761,60,84.0,10207,7,6,2007,2007,0.0,0.0,0.0,874.0,874.0,874,887,0,0.0,0.0,3,0,3,1,7,0,2007.0,2.0,578.0,144,105,0,0,8,2007,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,New,Partial,large,0,2635.0,227875
936,20,68.0,10295,4,6,1969,1969,72.0,252.0,0.0,684.0,936.0,936,0,0,0.0,0.0,1,0,2,1,4,0,1969.0,1.0,288.0,16,0,0,0,9,2008,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,COD,Normal,small,0,1872.0,111900
1316,70,66.0,8969,6,6,1926,1950,0.0,379.0,0.0,265.0,644.0,672,644,0,1.0,0.0,1,0,2,1,6,1,2001.0,1.0,369.0,0,0,0,192,7,2008,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,None,MnPrv,WD ,Normal,small,1,1960.0,145000
1440,90,92.0,12108,4,4,1955,1955,270.0,133.0,0.0,1307.0,1440.0,1440,0,0,0.0,0.0,2,0,4,2,8,0,1955.0,0.0,0.0,0,0,0,0,9,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,Fa,Typ,None,None,None,None,None,Y,None,None,WD ,Normal,small,0,2880.0,118000
1524,160,22.34273483101139,2998,6,5,2000,2000,513.0,353.0,0.0,403.0,756.0,768,756,0,0.0,0.0,2,1,2,1,4,0,2000.0,2.0,440.0,0,32,0,0,6,2006,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,WD ,Normal,large,0,2280.0,166000
